timestamps,population,node_id,node_type_id,tuning_angle,x,y,z,pop_name
556.5,v1,155231,386049446,287.307692308,230.252891133,-363.612943114,-127.30683211,e4Nr5a1
149.75,v1,155230,386049446,287.019230769,-12.7522514852,-357.70703764900003,-37.4284662289,e4Nr5a1
637.75,v1,155215,386049446,282.692307692,316.87797726599996,-368.59009285300004,-66.1913961248,e4Nr5a1
328.25,v1,155164,386049446,267.980769231,26.0624999481,-409.92934823400003,194.211749929,e4Nr5a1
1298.0,v1,155136,386049446,259.903846154,300.239044063,-363.975701673,-130.819477538,e4Nr5a1
232.75,v1,155130,386049446,258.173076923,146.631656806,-362.784851367,-211.806585561,e4Nr5a1
53.0,v1,155098,386049446,248.942307692,188.888074372,-369.820378329,-305.461658323,e4Nr5a1
180.5,v1,155004,386049446,221.826923077,134.920558573,-415.546140586,-274.324260336,e4Nr5a1
146.25,v1,154974,386049446,213.173076923,-20.1613869154,-344.078944341,233.384485659,e4Nr5a1
814.75,v1,154968,386049446,211.442307692,270.009332592,-400.152847441,-156.953255734,e4Nr5a1
847.25,v1,154952,386049446,206.826923077,-48.9352963066,-428.011661932,-350.88655764699996,e4Nr5a1
800.25,v1,154932,386049446,201.057692308,227.936994402,-417.956614792,24.5960446902,e4Nr5a1
878.25,v1,154914,386049446,195.865384615,218.59220620099998,-413.85545416300005,251.39483119,e4Nr5a1
407.5,v1,155308,386049446,309.519230769,234.63184974900003,-385.611149766,174.091685805,e4Nr5a1
820.25,v1,154880,386049446,186.057692308,301.25521272099996,-314.058741108,-169.774919256,e4Nr5a1
839.5,v1,154865,386049446,181.73076923099998,290.821215639,-413.08770119300004,-158.03211102,e4Nr5a1
327.0,v1,154854,386049446,178.557692308,-21.9575799521,-319.736813906,229.169921252,e4Nr5a1
167.75,v1,154854,386049446,178.557692308,-21.9575799521,-319.736813906,229.169921252,e4Nr5a1
140.5,v1,154854,386049446,178.557692308,-21.9575799521,-319.736813906,229.169921252,e4Nr5a1
1398.75,v1,154852,386049446,177.98076923099998,-22.4992336669,-380.872558467,-373.21321152900003,e4Nr5a1
1354.5,v1,154830,386049446,171.634615385,-40.8183301271,-326.59198063900004,-230.09987123599998,e4Nr5a1
420.25,v1,154785,386049446,158.653846154,41.4592240667,-329.528995329,177.349017412,e4Nr5a1
373.25,v1,154783,386049446,158.076923077,-34.2064943336,-411.492486667,192.38487440400002,e4Nr5a1
145.0,v1,154783,386049446,158.076923077,-34.2064943336,-411.492486667,192.38487440400002,e4Nr5a1
129.0,v1,154778,386049446,156.634615385,346.928499297,-390.105287486,-196.248265284,e4Nr5a1
1389.5,v1,154739,386049446,145.384615385,377.37316279699996,-322.985743645,-130.487571866,e4Nr5a1
1206.25,v1,154739,386049446,145.384615385,377.37316279699996,-322.985743645,-130.487571866,e4Nr5a1
738.0,v1,154739,386049446,145.384615385,377.37316279699996,-322.985743645,-130.487571866,e4Nr5a1
139.25,v1,154868,386049446,182.596153846,-83.8342805332,-397.60722172199996,-29.148958033899998,e4Nr5a1
810.0,v1,155308,386049446,309.519230769,234.63184974900003,-385.611149766,174.091685805,e4Nr5a1
966.25,v1,155316,386049446,311.826923077,-278.106180123,-340.345320766,-229.136231662,e4Nr5a1
210.75,v1,155323,386049446,313.846153846,-43.3597743216,-373.675821205,-181.131600916,e4Nr5a1
179.0,v1,150949,476457450,81.1972660853,261.237556527,-416.80889624099996,443.237566477,e4Nr5a1
1151.5,v1,150935,476457450,80.009427292,23.8151775877,-335.35261202099997,-652.849516783,e4Nr5a1
1374.25,v1,150688,476457450,59.052557153,403.30328278300004,-363.197418113,-352.325624685,e4Nr5a1
421.75,v1,150688,476457450,59.052557153,403.30328278300004,-363.197418113,-352.325624685,e4Nr5a1
71.75,v1,150688,476457450,59.052557153,403.30328278300004,-363.197418113,-352.325624685,e4Nr5a1
1278.75,v1,150684,476457450,58.7131746406,-176.63433014,-327.624647251,679.785188893,e4Nr5a1
1398.0,v1,150671,476457450,57.6101814754,-309.513282081,-333.494047798,-352.36446033,e4Nr5a1
900.5,v1,150669,476457450,57.4404902192,-563.097600183,-414.660330261,-13.8507613424,e4Nr5a1
246.75,v1,150540,476457450,46.4954041951,518.877226085,-353.174469645,-573.818119241,e4Nr5a1
229.0,v1,150471,476457450,40.6410558567,327.134181992,-421.536857296,-481.891614348,e4Nr5a1
1138.0,v1,150345,476457450,29.9505067169,-381.13375435,-426.75200368,-301.47319318,e4Nr5a1
184.25,v1,150345,476457450,29.9505067169,-381.13375435,-426.75200368,-301.47319318,e4Nr5a1
1113.5,v1,150336,476457450,29.186896064099997,253.611206608,-394.085705417,-717.6552146810001,e4Nr5a1
855.5,v1,150336,476457450,29.186896064099997,253.611206608,-394.085705417,-717.6552146810001,e4Nr5a1
90.0,v1,150336,476457450,29.186896064099997,253.611206608,-394.085705417,-717.6552146810001,e4Nr5a1
169.75,v1,150294,476457450,25.6233796842,-696.5206783310001,-347.705191796,319.684842253,e4Nr5a1
1173.75,v1,150254,476457450,22.229554560500002,-162.057281723,-333.793061302,565.20406021,e4Nr5a1
182.5,v1,150254,476457450,22.229554560500002,-162.057281723,-333.793061302,565.20406021,e4Nr5a1
356.5,v1,150220,476457450,19.3448032053,-102.694757684,-321.84013593599997,539.443206183,e4Nr5a1
1362.5,v1,150218,476457450,19.1751119491,458.221315503,-325.822961621,-261.286787154,e4Nr5a1
1298.75,v1,150162,476457450,14.4237567759,446.402799244,-426.49143263699995,-270.508240799,e4Nr5a1
