timestamps population node_ids
268.5 v1 158566
1364.5 v1 158563
1218.25 v1 158563
957.5 v1 158563
618.25 v1 158563
449.5 v1 158563
319.0 v1 158563
174.75 v1 158563
50.25 v1 158563
387.0 v1 158562
241.5 v1 158562
1139.25 v1 158561
678.25 v1 158561
575.5 v1 158561
496.25 v1 158553
688.25 v1 158553
957.5 v1 158553
1189.0 v1 158553
1364.0 v1 158553
84.75 v1 158554
922.75 v1 158567
141.5 v1 158554
494.5 v1 158554
649.25 v1 158554
894.25 v1 158554
1160.25 v1 158554
318.25 v1 158561
432.75 v1 158561
407.5 v1 158554
826.75 v1 158581
1330.5 v1 158567
320.25 v1 158569
546.25 v1 158581
271.75 v1 158581
132.75 v1 158581
969.0 v1 158578
979.25 v1 158577
160.75 v1 158577
1305.5 v1 158576
959.75 v1 158576
42.5 v1 158576
1397.75 v1 158575
1158.0 v1 158575
942.5 v1 158575
669.0 v1 158575
299.25 v1 158575
1231.0 v1 158573
1048.5 v1 158573
896.5 v1 158573
452.5 v1 158569
1062.25 v1 158569
1146.0 v1 158569
1244.25 v1 158569
1398.0 v1 158569
14.5 v1 158570
228.75 v1 158569
837.75 v1 158570
772.75 v1 158571
955.5 v1 158571
66.5 v1 158573
125.5 v1 158573
527.0 v1 158573
778.0 v1 158573
359.75 v1 158571
319.0 v1 158553
365.5 v1 158624
946.75 v1 158624
25.0 v1 158676
1383.75 v1 158674
1064.25 v1 158674
937.0 v1 158674
842.25 v1 158674
382.75 v1 158674
324.25 v1 158674
230.75 v1 158674
185.25 v1 158674
37.5 v1 158674
1272.0 v1 158673
963.0 v1 158673
534.5 v1 158673
146.75 v1 158673
1349.25 v1 158672
1274.75 v1 158672
1011.25 v1 158672
1275.25 v1 158662
613.25 v1 158663
718.75 v1 158663
1101.25 v1 158663
164.75 v1 158666
450.75 v1 158666
158.75 v1 158676
972.25 v1 158666
927.25 v1 158671
113.75 v1 158672
248.75 v1 158672
368.0 v1 158672
556.25 v1 158672
662.0 v1 158672
710.5 v1 158671
311.25 v1 158662
362.0 v1 158676
645.0 v1 158676
1249.75 v1 158692
982.0 v1 158692
227.5 v1 158692
743.75 v1 158690
369.75 v1 158690
1346.25 v1 158688
1107.0 v1 158688
693.25 v1 158688
337.25 v1 158688
47.25 v1 158688
91.25 v1 158686
924.25 v1 158685
803.0 v1 158685
216.0 v1 158685
1028.0 v1 158683
750.5 v1 158683
451.5 v1 158683
944.25 v1 158676
1094.25 v1 158676
1350.0 v1 158676
136.0 v1 158678
583.75 v1 158678
634.0 v1 158678
581.5 v1 158676
834.5 v1 158678
1096.5 v1 158678
1350.5 v1 158678
116.5 v1 158680
246.0 v1 158680
1072.5 v1 158680
1349.25 v1 158680
977.75 v1 158678
551.5 v1 158624
1275.5 v1 158661
692.25 v1 158661
948.5 v1 158637
868.75 v1 158637
741.25 v1 158637
726.5 v1 158637
351.5 v1 158637
80.75 v1 158637
1181.0 v1 158634
1081.5 v1 158634
907.25 v1 158634
673.75 v1 158634
607.0 v1 158634
313.25 v1 158634
70.0 v1 158634
1265.25 v1 158633
405.25 v1 158633
168.0 v1 158633
1352.5 v1 158631
1012.5 v1 158624
1263.0 v1 158624
79.25 v1 158628
273.25 v1 158628
564.0 v1 158628
786.5 v1 158628
1095.75 v1 158637
1053.75 v1 158628
725.25 v1 158630
451.75 v1 158631
661.75 v1 158631
829.75 v1 158631
1019.0 v1 158631
1117.0 v1 158631
1151.0 v1 158628
982.75 v1 158661
1186.0 v1 158637
231.5 v1 158638
