timestamps population node_ids
957.25 v1 158159
63.25 v1 158159
1165.75 v1 158158
1098.5 v1 158158
957.5 v1 158158
912.5 v1 158158
573.25 v1 158166
58.5 v1 158187
594.75 v1 158187
1200.75 v1 158187
322.0 v1 158207
1399.0 v1 158205
1274.25 v1 158205
1056.75 v1 158205
789.25 v1 158205
582.0 v1 158205
330.75 v1 158205
212.75 v1 158205
1076.0 v1 158200
723.25 v1 158200
89.75 v1 158200
226.25 v1 158199
1349.5 v1 158197
291.0 v1 158197
117.0 v1 158197
1284.0 v1 158196
1079.0 v1 158196
309.25 v1 158188
498.25 v1 158188
631.0 v1 158188
907.5 v1 158188
1199.75 v1 158188
834.0 v1 158190
514.5 v1 158245
1152.25 v1 158192
649.5 v1 158194
865.75 v1 158194
968.25 v1 158194
1191.5 v1 158194
1237.5 v1 158194
236.25 v1 158196
322.0 v1 158194
378.5 v1 157865
708.25 v1 158245
1157.5 v1 158245
126.25 v1 158294
1135.75 v1 158292
833.75 v1 158292
374.0 v1 158292
217.0 v1 158292
29.0 v1 158292
1139.25 v1 158291
160.75 v1 158291
795.5 v1 158287
463.5 v1 158287
1355.0 v1 158284
1247.25 v1 158284
1035.0 v1 158284
843.0 v1 158284
381.0 v1 158294
815.25 v1 158284
647.75 v1 158284
437.75 v1 158284
302.75 v1 158284
709.75 v1 158283
608.0 v1 158283
1115.0 v1 158281
755.25 v1 158281
730.25 v1 158281
606.25 v1 158281
1351.0 v1 158280
1279.75 v1 158280
938.75 v1 158280
308.5 v1 158280
934.75 v1 158279
748.5 v1 158284
84.5 v1 158279
500.0 v1 158294
890.25 v1 158294
26.75 v1 158320
907.5 v1 158314
1245.75 v1 158311
709.5 v1 158311
914.75 v1 158309
660.75 v1 158309
382.75 v1 158309
1314.5 v1 158307
1250.75 v1 158307
959.25 v1 158307
820.0 v1 158307
749.0 v1 158307
590.5 v1 158307
454.25 v1 158307
716.25 v1 158294
279.25 v1 158307
294.0 v1 158306
827.5 v1 158304
607.5 v1 158304
291.0 v1 158304
60.5 v1 158304
1145.0 v1 158302
74.75 v1 158302
1333.5 v1 158301
549.25 v1 158295
372.25 v1 158295
114.0 v1 158295
1403.0 v1 158294
1300.75 v1 158294
964.5 v1 158294
39.0 v1 158307
1164.0 v1 158277
958.25 v1 158277
898.25 v1 158277
125.0 v1 158262
1398.25 v1 158259
1204.0 v1 158259
767.0 v1 158259
645.5 v1 158259
381.75 v1 158259
131.25 v1 158259
58.5 v1 158259
1234.5 v1 158258
745.25 v1 158258
552.75 v1 158258
398.0 v1 158258
122.5 v1 158258
943.25 v1 158256
708.0 v1 158262
1395.75 v1 158252
900.75 v1 158252
593.25 v1 158252
450.75 v1 158252
277.25 v1 158252
884.5 v1 158248
586.5 v1 158248
383.75 v1 158248
1079.0 v1 158247
900.75 v1 158247
462.0 v1 158247
180.0 v1 158247
70.25 v1 158247
1400.25 v1 158245
1341.25 v1 158245
1203.25 v1 158252
253.0 v1 158263
320.5 v1 158263
784.75 v1 158263
355.25 v1 158277
71.5 v1 158277
1119.25 v1 158276
923.0 v1 158276
822.75 v1 158276
360.5 v1 158276
947.75 v1 158274
168.0 v1 158274
835.0 v1 158273
1016.0 v1 158272
821.0 v1 158272
308.5 v1 158272
217.75 v1 158272
22.25 v1 158272
1159.25 v1 158269
905.75 v1 158269
451.25 v1 158269
898.5 v1 158263
1185.0 v1 158263
1270.25 v1 158263
158.5 v1 158264
90.75 v1 158267
207.25 v1 158267
883.75 v1 158245
314.5 v1 158267
1245.5 v1 158267
130.25 v1 158268
524.0 v1 158268
768.75 v1 158268
834.25 v1 158268
36.0 v1 158269
1090.5 v1 158267
85.5 v1 157865
1298.25 v1 157864
1206.75 v1 157863
378.0 v1 157511
73.25 v1 157511
936.0 v1 157504
1274.75 v1 157503
1196.25 v1 157503
1104.5 v1 157503
611.5 v1 157503
429.0 v1 157503
299.5 v1 157503
164.25 v1 157503
287.25 v1 157501
1367.25 v1 157499
1193.25 v1 157499
1070.5 v1 157499
611.75 v1 157511
769.5 v1 157499
253.0 v1 157497
1036.25 v1 157494
560.5 v1 157494
434.5 v1 157494
397.0 v1 157494
222.5 v1 157494
1356.5 v1 157490
1038.5 v1 157490
1014.25 v1 157490
744.5 v1 157490
462.5 v1 157490
380.75 v1 157490
294.75 v1 157490
211.5 v1 157490
415.5 v1 157499
100.0 v1 157490
819.5 v1 157511
397.25 v1 157512
886.0 v1 157526
823.25 v1 157526
489.25 v1 157526
82.75 v1 157526
1250.0 v1 157523
768.75 v1 157523
50.25 v1 157523
562.0 v1 157522
55.25 v1 157522
1352.0 v1 157521
801.75 v1 157521
169.75 v1 157521
80.5 v1 157521
1187.5 v1 157518
948.0 v1 157511
1102.75 v1 157518
788.75 v1 157518
338.0 v1 157518
1391.5 v1 157517
1174.75 v1 157517
959.0 v1 157517
685.25 v1 157517
545.75 v1 157517
303.0 v1 157517
1205.25 v1 157512
1132.0 v1 157512
898.0 v1 157512
815.5 v1 157512
515.5 v1 157512
453.25 v1 157512
912.0 v1 157518
89.0 v1 157527
48.5 v1 157490
59.25 v1 157488
1254.75 v1 157470
1006.5 v1 157470
659.0 v1 157470
206.0 v1 157470
27.0 v1 157470
1095.25 v1 157469
713.25 v1 157469
655.75 v1 157469
447.0 v1 157469
982.0 v1 157466
794.25 v1 157466
564.75 v1 157466
343.75 v1 157466
90.0 v1 157466
74.0 v1 157472
1340.0 v1 157464
620.25 v1 157463
72.5 v1 157463
923.0 v1 157462
551.75 v1 157462
360.25 v1 157462
1267.5 v1 157460
315.75 v1 157460
1372.25 v1 157459
1267.0 v1 157459
1115.5 v1 157459
900.25 v1 157459
731.75 v1 157459
236.0 v1 157459
130.5 v1 157459
111.5 v1 157464
362.75 v1 157488
470.25 v1 157472
402.75 v1 157475
988.0 v1 157487
726.75 v1 157487
580.5 v1 157487
327.5 v1 157487
821.5 v1 157486
618.75 v1 157486
320.75 v1 157486
474.25 v1 157484
742.25 v1 157483
1260.25 v1 157482
990.25 v1 157482
813.25 v1 157482
660.0 v1 157482
600.25 v1 157482
1087.0 v1 157472
459.0 v1 157482
115.0 v1 157482
1399.25 v1 157481
1008.75 v1 157481
903.25 v1 157481
658.75 v1 157481
313.5 v1 157481
197.25 v1 157481
959.0 v1 157479
1346.75 v1 157478
781.5 v1 157478
316.75 v1 157478
274.5 v1 157478
141.75 v1 157478
1394.0 v1 157475
336.75 v1 157482
168.0 v1 157527
267.5 v1 157527
465.75 v1 157527
70.75 v1 157573
1079.75 v1 157572
642.75 v1 157572
397.75 v1 157572
329.25 v1 157572
256.75 v1 157572
90.25 v1 157572
1194.25 v1 157571
1110.25 v1 157571
776.0 v1 157571
614.0 v1 157571
114.0 v1 157571
1348.5 v1 157569
745.5 v1 157569
248.25 v1 157573
142.0 v1 157569
512.75 v1 157566
1383.5 v1 157563
902.75 v1 157563
817.5 v1 157563
396.75 v1 157563
949.25 v1 157562
453.75 v1 157562
1151.0 v1 157559
1046.5 v1 157559
844.25 v1 157559
742.75 v1 157559
602.75 v1 157559
499.0 v1 157559
950.5 v1 157558
882.0 v1 157566
1123.75 v1 157556
310.0 v1 157573
662.5 v1 157573
834.5 v1 157587
665.75 v1 157587
345.25 v1 157587
51.25 v1 157587
1279.25 v1 157583
149.5 v1 157583
145.5 v1 157582
819.5 v1 157579
215.75 v1 157579
1355.0 v1 157577
984.0 v1 157577
828.0 v1 157577
662.75 v1 157577
354.75 v1 157577
461.75 v1 157573
344.0 v1 157577
73.0 v1 157577
916.25 v1 157576
843.25 v1 157576
638.25 v1 157575
117.5 v1 157575
1155.25 v1 157574
1010.75 v1 157574
814.75 v1 157574
493.5 v1 157574
283.0 v1 157574
34.75 v1 157574
1137.5 v1 157573
931.5 v1 157573
706.0 v1 157573
258.0 v1 157577
787.5 v1 157556
701.0 v1 157556
387.0 v1 157556
607.75 v1 157547
434.0 v1 157547
338.5 v1 157547
167.0 v1 157547
802.25 v1 157545
402.0 v1 157545
552.75 v1 157542
310.75 v1 157542
989.25 v1 157541
645.25 v1 157541
1134.5 v1 157540
