timestamps,population,node_id,node_type_id,tuning_angle,x,y,z,pop_name
818.75,v1,227110,471819401,329.01985559599996,-734.614970253,-671.73455424,-323.514830499,e6Ntsr1
644.5,v1,227108,471819401,329.003610108,408.83670956199995,-773.813872374,-316.736667783,e6Ntsr1
1035.25,v1,227106,471819401,328.987364621,489.504032631,-798.374019918,551.817657965,e6Ntsr1
1410.5,v1,227100,471819401,328.938628159,-662.454834415,-837.85416197,117.649032811,e6Ntsr1
1232.25,v1,227094,471819401,328.889891697,798.356212363,-798.160757477,-146.672198453,e6Ntsr1
569.25,v1,227091,471819401,328.86552346599996,-453.12250827400004,-654.958843173,667.05066645,e6Ntsr1
1145.0,v1,227085,471819401,328.816787004,-220.29851342799998,-671.326249989,-403.477136505,e6Ntsr1
1119.75,v1,227084,471819401,328.80866426,509.22626939300005,-748.25704425,389.95389456,e6Ntsr1
123.75,v1,227084,471819401,328.80866426,509.22626939300005,-748.25704425,389.95389456,e6Ntsr1
559.5,v1,227080,471819401,328.776173285,285.247680899,-826.7584210489999,648.156972794,e6Ntsr1
517.5,v1,227080,471819401,328.776173285,285.247680899,-826.7584210489999,648.156972794,e6Ntsr1
1317.5,v1,227077,471819401,328.751805054,-544.550851697,-779.605209682,-56.42667327149999,e6Ntsr1
664.75,v1,227077,471819401,328.751805054,-544.550851697,-779.605209682,-56.42667327149999,e6Ntsr1
198.25,v1,227077,471819401,328.751805054,-544.550851697,-779.605209682,-56.42667327149999,e6Ntsr1
986.75,v1,227069,471819401,328.686823105,-677.412891349,-848.103344493,-443.23709452400004,e6Ntsr1
246.0,v1,227069,471819401,328.686823105,-677.412891349,-848.103344493,-443.23709452400004,e6Ntsr1
1395.25,v1,227063,471819401,328.638086643,-700.549507851,-815.646494377,-365.74837275199997,e6Ntsr1
726.5,v1,227046,471819401,328.5,-459.645970033,-656.111731172,-566.2170016,e6Ntsr1
1124.25,v1,227046,471819401,328.5,-459.645970033,-656.111731172,-566.2170016,e6Ntsr1
1357.25,v1,227046,471819401,328.5,-459.645970033,-656.111731172,-566.2170016,e6Ntsr1
81.5,v1,227048,471819401,328.516245487,-341.679813764,-811.720092799,-523.58060598,e6Ntsr1
560.0,v1,227048,471819401,328.516245487,-341.679813764,-811.720092799,-523.58060598,e6Ntsr1
1151.25,v1,227048,471819401,328.516245487,-341.679813764,-811.720092799,-523.58060598,e6Ntsr1
1256.0,v1,227113,471819401,329.044223827,-384.118131394,-737.534340645,-275.423443347,e6Ntsr1
340.25,v1,227049,471819401,328.524368231,532.958163347,-716.29253217,654.633006783,e6Ntsr1
324.5,v1,227050,471819401,328.532490975,729.193972307,-813.42800017,195.89059732099997,e6Ntsr1
406.5,v1,227050,471819401,328.532490975,729.193972307,-813.42800017,195.89059732099997,e6Ntsr1
258.25,v1,227063,471819401,328.638086643,-700.549507851,-815.646494377,-365.74837275199997,e6Ntsr1
334.5,v1,227063,471819401,328.638086643,-700.549507851,-815.646494377,-365.74837275199997,e6Ntsr1
452.0,v1,227063,471819401,328.638086643,-700.549507851,-815.646494377,-365.74837275199997,e6Ntsr1
607.0,v1,227063,471819401,328.638086643,-700.549507851,-815.646494377,-365.74837275199997,e6Ntsr1
1354.5,v1,227049,471819401,328.524368231,532.958163347,-716.29253217,654.633006783,e6Ntsr1
1328.75,v1,227118,471819401,329.084837545,616.461791332,-661.756536712,281.98745686,e6Ntsr1
285.5,v1,227120,471819401,329.101083032,786.9303680260001,-725.89863046,124.802054364,e6Ntsr1
876.75,v1,227120,471819401,329.101083032,786.9303680260001,-725.89863046,124.802054364,e6Ntsr1
630.25,v1,227155,471819401,329.385379061,407.25608720300005,-730.8869600639999,-323.023309355,e6Ntsr1
835.75,v1,227155,471819401,329.385379061,407.25608720300005,-730.8869600639999,-323.023309355,e6Ntsr1
295.0,v1,227161,471819401,329.434115523,-146.732766164,-709.800688356,-399.67020494699995,e6Ntsr1
325.0,v1,227168,471819401,329.490974729,766.173521753,-750.2982818510001,-109.23878758200001,e6Ntsr1
987.5,v1,227168,471819401,329.490974729,766.173521753,-750.2982818510001,-109.23878758200001,e6Ntsr1
251.0,v1,227169,471819401,329.499097473,-713.8113812910001,-754.855592687,-302.238865888,e6Ntsr1
346.0,v1,227155,471819401,329.385379061,407.25608720300005,-730.8869600639999,-323.023309355,e6Ntsr1
737.0,v1,227169,471819401,329.499097473,-713.8113812910001,-754.855592687,-302.238865888,e6Ntsr1
1379.0,v1,227169,471819401,329.499097473,-713.8113812910001,-754.855592687,-302.238865888,e6Ntsr1
225.0,v1,227189,471819401,329.661552347,154.92361632700002,-654.871646842,-640.830817278,e6Ntsr1
1006.75,v1,227189,471819401,329.661552347,154.92361632700002,-654.871646842,-640.830817278,e6Ntsr1
613.0,v1,227192,471819401,329.685920578,687.385112593,-725.428487765,435.91641613,e6Ntsr1
1403.0,v1,227192,471819401,329.685920578,687.385112593,-725.428487765,435.91641613,e6Ntsr1
217.75,v1,227194,471819401,329.702166065,511.14162504,-742.988429231,575.103864347,e6Ntsr1
961.5,v1,227169,471819401,329.499097473,-713.8113812910001,-754.855592687,-302.238865888,e6Ntsr1
296.75,v1,227046,471819401,328.5,-459.645970033,-656.111731172,-566.2170016,e6Ntsr1
472.25,v1,227151,471819401,329.352888087,471.22185741199996,-839.1949241589999,-342.193320145,e6Ntsr1
596.0,v1,227146,471819401,329.312274368,603.449201122,-753.402448583,576.447403889,e6Ntsr1
1238.5,v1,227120,471819401,329.101083032,786.9303680260001,-725.89863046,124.802054364,e6Ntsr1
